# Young-Laplace-Residuum (gamma*kappa - delta_p) * a / gamma, ausgewertet
# ALLEIN aus den Knotenkoordinaten: Tangentenwinkel aus den Sehnen,
# Meridiankruemmung aus deren Drehung.  Teilt keinen Code mit dem Loeser.
variant,Pi,s_m,s_over_arclength,residual
pi-1.50,-1.500000000e+00,2.721970006e-06,4.814452987e-01,-2.142691265e-08
pi-1.50,-1.500000000e+00,2.727491244e-06,4.824218612e-01,-2.142134219e-08
pi-1.50,-1.500000000e+00,2.733012481e-06,4.833984237e-01,-2.149246488e-08
pi-1.50,-1.500000000e+00,2.738533718e-06,4.843749862e-01,-2.141061840e-08
pi-1.50,-1.500000000e+00,2.744054956e-06,4.853515486e-01,-2.139145422e-08
pi-1.50,-1.500000000e+00,2.749576193e-06,4.863281111e-01,-2.147921966e-08
pi-1.50,-1.500000000e+00,2.755097430e-06,4.873046736e-01,-2.139175041e-08
pi-1.50,-1.500000000e+00,2.760618668e-06,4.882812360e-01,-2.145893732e-08
pi-1.50,-1.500000000e+00,2.766139905e-06,4.892577985e-01,-2.142174603e-08
pi-1.50,-1.500000000e+00,2.771661142e-06,4.902343610e-01,-2.145825742e-08
pi-1.50,-1.500000000e+00,2.777182380e-06,4.912109235e-01,-2.143204948e-08
pi-1.50,-1.500000000e+00,2.782703617e-06,4.921874859e-01,-2.139698806e-08
pi-1.50,-1.500000000e+00,2.788224854e-06,4.931640484e-01,-2.146628954e-08
pi-1.50,-1.500000000e+00,2.793746092e-06,4.941406109e-01,-2.146398643e-08
pi-1.50,-1.500000000e+00,2.799267329e-06,4.951171734e-01,-2.136151535e-08
pi-1.50,-1.500000000e+00,2.804788566e-06,4.960937358e-01,-2.151095801e-08
pi-1.50,-1.500000000e+00,2.810309804e-06,4.970702983e-01,-2.140044675e-08
pi-1.50,-1.500000000e+00,2.815831041e-06,4.980468608e-01,-2.142691426e-08
pi-1.50,-1.500000000e+00,2.821352278e-06,4.990234232e-01,-2.141940911e-08
pi-1.50,-1.500000000e+00,2.826873516e-06,4.999999857e-01,-2.148900799e-08
pi-1.50,-1.500000000e+00,2.832394753e-06,5.009765482e-01,-2.140089426e-08
pi-1.50,-1.500000000e+00,2.837915990e-06,5.019531107e-01,-2.142373907e-08
pi-1.50,-1.500000000e+00,2.843437228e-06,5.029296731e-01,-2.145159154e-08
pi-1.50,-1.500000000e+00,2.848958465e-06,5.039062356e-01,-2.139860442e-08
pi-1.50,-1.500000000e+00,2.854479702e-06,5.048827981e-01,-2.147986958e-08
pi-1.50,-1.500000000e+00,2.860000940e-06,5.058593605e-01,-2.141936364e-08
pi-1.50,-1.500000000e+00,2.865522177e-06,5.068359230e-01,-2.142561159e-08
pi-1.50,-1.500000000e+00,2.871043415e-06,5.078124855e-01,-2.147525571e-08
pi-1.50,-1.500000000e+00,2.876564652e-06,5.087890480e-01,-2.137315306e-08
pi-1.50,-1.500000000e+00,2.882085889e-06,5.097656104e-01,-2.147133925e-08
pi-1.50,-1.500000000e+00,2.887607127e-06,5.107421729e-01,-2.140618723e-08
pi-1.50,-1.500000000e+00,2.893128364e-06,5.117187354e-01,-2.147839427e-08
pi-1.50,-1.500000000e+00,2.898649601e-06,5.126952978e-01,-2.135278279e-08
pi-1.50,-1.500000000e+00,2.904170839e-06,5.136718603e-01,-2.151124333e-08
pi-1.50,-1.500000000e+00,2.909692076e-06,5.146484228e-01,-2.140647115e-08
pi-1.50,-1.500000000e+00,2.915213313e-06,5.156249853e-01,-2.142070534e-08
pi-1.50,-1.500000000e+00,2.920734551e-06,5.166015477e-01,-2.147407176e-08
pi-1.50,-1.500000000e+00,2.926255788e-06,5.175781102e-01,-2.142143254e-08
pi-1.50,-1.500000000e+00,2.931777025e-06,5.185546727e-01,-2.143162572e-08
pi-1.50,-1.500000000e+00,2.937298263e-06,5.195312352e-01,-2.141597658e-08
pi-1.50,-1.500000000e+00,2.942819500e-06,5.205077976e-01,-2.142233740e-08
pi-1.50,-1.500000000e+00,2.948340737e-06,5.214843601e-01,-2.148565071e-08
pi-1.50,-1.500000000e+00,2.953861975e-06,5.224609226e-01,-2.140145887e-08
pi-1.50,-1.500000000e+00,2.959383212e-06,5.234374850e-01,-2.142553673e-08
pi-1.50,-1.500000000e+00,2.964904449e-06,5.244140475e-01,-2.144196881e-08
pi-1.50,-1.500000000e+00,2.970425687e-06,5.253906100e-01,-2.142852137e-08
pi-1.50,-1.500000000e+00,2.975946924e-06,5.263671725e-01,-2.145764451e-08
pi-1.50,-1.500000000e+00,2.981468161e-06,5.273437349e-01,-2.140686875e-08
pi-1.50,-1.500000000e+00,2.986989399e-06,5.283202974e-01,-2.147596419e-08
pi-1.50,-1.500000000e+00,2.992510636e-06,5.292968599e-01,-2.138792209e-08
pi-1.50,-1.500000000e+00,2.998031873e-06,5.302734223e-01,-2.146163381e-08
pi-1.50,-1.500000000e+00,3.003553111e-06,5.312499848e-01,-2.139118761e-08
pi-1.50,-1.500000000e+00,3.009074348e-06,5.322265473e-01,-2.143298533e-08
pi-1.50,-1.500000000e+00,3.014595585e-06,5.332031098e-01,-2.146679258e-08
pi-1.50,-1.500000000e+00,3.020116823e-06,5.341796722e-01,-2.143580155e-08
pi-1.50,-1.500000000e+00,3.025638060e-06,5.351562347e-01,-2.140657659e-08
pi-1.50,-1.500000000e+00,3.031159297e-06,5.361327972e-01,-2.147698858e-08
pi-1.50,-1.500000000e+00,3.036680535e-06,5.371093597e-01,-2.143425138e-08
pi-1.50,-1.500000000e+00,3.042201772e-06,5.380859221e-01,-2.137381083e-08
pi-1.50,-1.500000000e+00,3.047723009e-06,5.390624846e-01,-2.148595414e-08
pi-1.50,-1.500000000e+00,3.053244247e-06,5.400390471e-01,-2.143221267e-08
pi-1.50,-1.500000000e+00,3.058765484e-06,5.410156095e-01,-2.143236720e-08
pi-1.50,-1.500000000e+00,3.064286721e-06,5.419921720e-01,-2.142662591e-08
pi-1.50,-1.500000000e+00,3.069807959e-06,5.429687345e-01,-2.144772840e-08
pi-1.50,-1.500000000e+00,3.075329196e-06,5.439452970e-01,-2.140398915e-08
pi-1.50,-1.500000000e+00,3.080850433e-06,5.449218594e-01,-2.142130074e-08
pi-1.50,-1.500000000e+00,3.086371671e-06,5.458984219e-01,-2.146895424e-08
pi-1.50,-1.500000000e+00,3.091892908e-06,5.468749844e-01,-2.142337467e-08
pi-1.50,-1.500000000e+00,3.097414145e-06,5.478515468e-01,-2.144002788e-08
pi-1.50,-1.500000000e+00,3.102935383e-06,5.488281093e-01,-2.145641166e-08
pi-1.50,-1.500000000e+00,3.108456620e-06,5.498046718e-01,-2.140986344e-08
pi-1.50,-1.500000000e+00,3.113977857e-06,5.507812343e-01,-2.142348876e-08
pi-1.50,-1.500000000e+00,3.119499095e-06,5.517577967e-01,-2.146567805e-08
pi-1.50,-1.500000000e+00,3.125020332e-06,5.527343592e-01,-2.140964754e-08
pi-1.50,-1.500000000e+00,3.130541569e-06,5.537109217e-01,-2.147102757e-08
pi-1.50,-1.500000000e+00,3.136062807e-06,5.546874841e-01,-2.139953082e-08
pi-1.50,-1.500000000e+00,3.141584044e-06,5.556640466e-01,-2.140949824e-08
pi-1.50,-1.500000000e+00,3.147105281e-06,5.566406091e-01,-2.146605311e-08
pi-1.50,-1.500000000e+00,3.152626519e-06,5.576171716e-01,-2.141272795e-08
pi-1.50,-1.500000000e+00,3.158147756e-06,5.585937340e-01,-2.149134853e-08
pi-1.50,-1.500000000e+00,3.163668993e-06,5.595702965e-01,-2.135801078e-08
pi-1.50,-1.500000000e+00,3.169190231e-06,5.605468590e-01,-2.147390716e-08
pi-1.50,-1.500000000e+00,3.174711468e-06,5.615234215e-01,-2.142948821e-08
pi-1.50,-1.500000000e+00,3.180232705e-06,5.624999839e-01,-2.147008004e-08
pi-1.50,-1.500000000e+00,3.185753943e-06,5.634765464e-01,-2.140126852e-08
pi-1.50,-1.500000000e+00,3.191275180e-06,5.644531089e-01,-2.143689556e-08
pi-1.50,-1.500000000e+00,3.196796417e-06,5.654296713e-01,-2.141244102e-08
pi-1.50,-1.500000000e+00,3.202317655e-06,5.664062338e-01,-2.148096621e-08
pi-1.50,-1.500000000e+00,3.207838892e-06,5.673827963e-01,-2.138339936e-08
pi-1.50,-1.500000000e+00,3.213360129e-06,5.683593588e-01,-2.148646242e-08
pi-1.50,-1.500000000e+00,3.218881367e-06,5.693359212e-01,-2.140982682e-08
pi-1.50,-1.500000000e+00,3.224402604e-06,5.703124837e-01,-2.139348731e-08
pi-1.50,-1.500000000e+00,3.229923841e-06,5.712890462e-01,-2.149156384e-08
pi-1.50,-1.500000000e+00,3.235445079e-06,5.722656086e-01,-2.138548436e-08
pi-1.50,-1.500000000e+00,3.240966316e-06,5.732421711e-01,-2.146993738e-08
pi-1.50,-1.500000000e+00,3.246487553e-06,5.742187336e-01,-2.142220179e-08
pi-1.50,-1.500000000e+00,3.252008791e-06,5.751952961e-01,-2.142278149e-08
pi-1.50,-1.500000000e+00,3.257530028e-06,5.761718585e-01,-2.145899366e-08
pi-1.50,-1.500000000e+00,3.263051265e-06,5.771484210e-01,-2.139664921e-08
pi-1.50,-1.500000000e+00,3.268572503e-06,5.781249835e-01,-2.147508689e-08
pi-1.50,-1.500000000e+00,3.274093740e-06,5.791015459e-01,-2.143078866e-08
pi-1.50,-1.500000000e+00,3.279614977e-06,5.800781084e-01,-2.141054174e-08
pi-1.50,-1.500000000e+00,3.285136215e-06,5.810546709e-01,-2.143408196e-08
pi-1.50,-1.500000000e+00,3.290657452e-06,5.820312334e-01,-2.142725431e-08
pi-1.50,-1.500000000e+00,3.296178689e-06,5.830077958e-01,-2.146543739e-08
pi-1.50,-1.500000000e+00,3.301699927e-06,5.839843583e-01,-2.144983654e-08
pi-1.50,-1.500000000e+00,3.307221164e-06,5.849609208e-01,-2.136101332e-08
pi-1.50,-1.500000000e+00,3.312742401e-06,5.859374833e-01,-2.149957966e-08
pi-1.50,-1.500000000e+00,3.318263639e-06,5.869140457e-01,-2.138723473e-08
pi-1.50,-1.500000000e+00,3.323784876e-06,5.878906082e-01,-2.147130343e-08
pi-1.50,-1.500000000e+00,3.329306113e-06,5.888671707e-01,-2.142506911e-08
pi-1.50,-1.500000000e+00,3.334827351e-06,5.898437331e-01,-2.139839496e-08
pi-1.50,-1.500000000e+00,3.340348588e-06,5.908202956e-01,-2.148806329e-08
pi-1.50,-1.500000000e+00,3.345869825e-06,5.917968581e-01,-2.140522261e-08
pi-1.50,-1.500000000e+00,3.351391063e-06,5.927734206e-01,-2.144561463e-08
pi-1.50,-1.500000000e+00,3.356912300e-06,5.937499830e-01,-2.140286456e-08
pi-1.50,-1.500000000e+00,3.362433537e-06,5.947265455e-01,-2.145031724e-08
pi-1.50,-1.500000000e+00,3.367954775e-06,5.957031080e-01,-2.144109895e-08
pi-1.50,-1.500000000e+00,3.373476012e-06,5.966796704e-01,-2.145367231e-08
pi-1.50,-1.500000000e+00,3.378997249e-06,5.976562329e-01,-2.141427168e-08
pi-1.50,-1.500000000e+00,3.384518487e-06,5.986327954e-01,-2.144503735e-08
pi-1.50,-1.500000000e+00,3.390039724e-06,5.996093579e-01,-2.142059971e-08
pi-1.50,-1.500000000e+00,3.395560961e-06,6.005859203e-01,-2.143205994e-08
pi-1.50,-1.500000000e+00,3.401082199e-06,6.015624828e-01,-2.146806487e-08
pi-1.50,-1.500000000e+00,3.406603436e-06,6.025390453e-01,-2.138298466e-08
pi-1.50,-1.500000000e+00,3.412124673e-06,6.035156078e-01,-2.146843792e-08
pi-1.50,-1.500000000e+00,3.417645911e-06,6.044921702e-01,-2.144905864e-08
pi-1.50,-1.500000000e+00,3.423167148e-06,6.054687327e-01,-2.141175648e-08
pi-1.50,-1.500000000e+00,3.428688385e-06,6.064452952e-01,-2.143919525e-08
pi-1.50,-1.500000000e+00,3.434209623e-06,6.074218576e-01,-2.140648946e-08
pi-1.50,-1.500000000e+00,3.439730860e-06,6.083984201e-01,-2.143322176e-08
pi-1.50,-1.500000000e+00,3.445252097e-06,6.093749826e-01,-2.147297413e-08
pi-1.50,-1.500000000e+00,3.450773335e-06,6.103515451e-01,-2.143672110e-08
pi-1.50,-1.500000000e+00,3.456294572e-06,6.113281075e-01,-2.145864999e-08
pi-1.50,-1.500000000e+00,3.461815809e-06,6.123046700e-01,-2.139701482e-08
pi-1.50,-1.500000000e+00,3.467337047e-06,6.132812325e-01,-2.143288050e-08
pi-1.50,-1.500000000e+00,3.472858284e-06,6.142577949e-01,-2.143276480e-08
pi-1.50,-1.500000000e+00,3.478379521e-06,6.152343574e-01,-2.142593092e-08
pi-1.50,-1.500000000e+00,3.483900759e-06,6.162109199e-01,-2.148055432e-08
pi-1.50,-1.500000000e+00,3.489421996e-06,6.171874824e-01,-2.138824222e-08
pi-1.50,-1.500000000e+00,3.494943233e-06,6.181640448e-01,-2.143656335e-08
pi-1.50,-1.500000000e+00,3.500464471e-06,6.191406073e-01,-2.144242335e-08
pi-1.50,-1.500000000e+00,3.505985708e-06,6.201171698e-01,-2.143257103e-08
pi-1.50,-1.500000000e+00,3.511506945e-06,6.210937322e-01,-2.143215773e-08
pi-1.50,-1.500000000e+00,3.517028183e-06,6.220702947e-01,-2.142795414e-08
pi-1.50,-1.500000000e+00,3.522549420e-06,6.230468572e-01,-2.142471135e-08
pi-1.50,-1.500000000e+00,3.528070657e-06,6.240234197e-01,-2.144289601e-08
pi-1.50,-1.500000000e+00,3.533591895e-06,6.249999821e-01,-2.143679274e-08
pi-1.50,-1.500000000e+00,3.539113132e-06,6.259765446e-01,-2.144606355e-08
pi-1.50,-1.500000000e+00,3.544634369e-06,6.269531071e-01,-2.140933565e-08
pi-1.50,-1.500000000e+00,3.550155607e-06,6.279296696e-01,-2.146603923e-08
pi-1.50,-1.500000000e+00,3.555676844e-06,6.289062320e-01,-2.144335921e-08
pi-1.50,-1.500000000e+00,3.561198081e-06,6.298827945e-01,-2.138490848e-08
pi-1.50,-1.500000000e+00,3.566719319e-06,6.308593570e-01,-2.144822058e-08
pi-1.50,-1.500000000e+00,3.572240556e-06,6.318359194e-01,-2.141010390e-08
pi-1.50,-1.500000000e+00,3.577761793e-06,6.328124819e-01,-2.149851382e-08
pi-1.50,-1.500000000e+00,3.583283031e-06,6.337890444e-01,-2.138823759e-08
pi-1.50,-1.500000000e+00,3.588804268e-06,6.347656069e-01,-2.146704531e-08
pi-1.50,-1.500000000e+00,3.594325505e-06,6.357421693e-01,-2.138520628e-08
pi-1.50,-1.500000000e+00,3.599846743e-06,6.367187318e-01,-2.144690684e-08
pi-1.50,-1.500000000e+00,3.605367980e-06,6.376952943e-01,-2.147981043e-08
pi-1.50,-1.500000000e+00,3.610889217e-06,6.386718567e-01,-2.140673434e-08
pi-1.50,-1.500000000e+00,3.616410455e-06,6.396484192e-01,-2.141766618e-08
pi-1.50,-1.500000000e+00,3.621931692e-06,6.406249817e-01,-2.144652091e-08
pi-1.50,-1.500000000e+00,3.627452929e-06,6.416015442e-01,-2.146254431e-08
pi-1.50,-1.500000000e+00,3.632974167e-06,6.425781066e-01,-2.139245829e-08
pi-1.50,-1.500000000e+00,3.638495404e-06,6.435546691e-01,-2.143153256e-08
pi-1.50,-1.500000000e+00,3.644016641e-06,6.445312316e-01,-2.144037659e-08
pi-1.50,-1.500000000e+00,3.649537879e-06,6.455077941e-01,-2.145900413e-08
pi-1.50,-1.500000000e+00,3.655059116e-06,6.464843565e-01,-2.143551341e-08
pi-1.50,-1.500000000e+00,3.660580353e-06,6.474609190e-01,-2.140310119e-08
pi-1.50,-1.500000000e+00,3.666101591e-06,6.484374815e-01,-2.143091664e-08
pi-1.50,-1.500000000e+00,3.671622828e-06,6.494140439e-01,-2.146584063e-08
pi-1.50,-1.500000000e+00,3.677144065e-06,6.503906064e-01,-2.144456348e-08
pi-1.50,-1.500000000e+00,3.682665303e-06,6.513671689e-01,-2.139215184e-08
pi-1.50,-1.500000000e+00,3.688186540e-06,6.523437314e-01,-2.146563982e-08
pi-1.50,-1.500000000e+00,3.693707778e-06,6.533202938e-01,-2.142554176e-08
pi-1.50,-1.500000000e+00,3.699229015e-06,6.542968563e-01,-2.143488642e-08
pi-1.50,-1.500000000e+00,3.704750252e-06,6.552734188e-01,-2.144465725e-08
pi-1.50,-1.500000000e+00,3.710271490e-06,6.562499812e-01,-2.141912138e-08
pi-1.50,-1.500000000e+00,3.715792727e-06,6.572265437e-01,-2.144041442e-08
pi-1.50,-1.500000000e+00,3.721313964e-06,6.582031062e-01,-2.142070011e-08
pi-1.50,-1.500000000e+00,3.726835202e-06,6.591796687e-01,-2.141937169e-08
pi-1.50,-1.500000000e+00,3.732356439e-06,6.601562311e-01,-2.145122533e-08
pi-1.50,-1.500000000e+00,3.737877676e-06,6.611327936e-01,-2.143485845e-08
pi-1.50,-1.500000000e+00,3.743398914e-06,6.621093561e-01,-2.141363885e-08
pi-1.50,-1.500000000e+00,3.748920151e-06,6.630859185e-01,-2.145284170e-08
pi-1.50,-1.500000000e+00,3.754441388e-06,6.640624810e-01,-2.141131340e-08
pi-1.50,-1.500000000e+00,3.759962626e-06,6.650390435e-01,-2.143412240e-08
pi-1.50,-1.500000000e+00,3.765483863e-06,6.660156060e-01,-2.144599010e-08
pi-1.50,-1.500000000e+00,3.771005100e-06,6.669921684e-01,-2.144451278e-08
pi-1.50,-1.500000000e+00,3.776526338e-06,6.679687309e-01,-2.142571984e-08
pi-1.50,-1.500000000e+00,3.782047575e-06,6.689452934e-01,-2.146926612e-08
pi-1.50,-1.500000000e+00,3.787568812e-06,6.699218559e-01,-2.141539969e-08
pi-1.50,-1.500000000e+00,3.793090050e-06,6.708984183e-01,-2.144495324e-08
pi-1.50,-1.500000000e+00,3.798611287e-06,6.718749808e-01,-2.142111140e-08
pi-1.50,-1.500000000e+00,3.804132524e-06,6.728515433e-01,-2.142834148e-08
pi-1.50,-1.500000000e+00,3.809653762e-06,6.738281057e-01,-2.143800164e-08
pi-1.50,-1.500000000e+00,3.815174999e-06,6.748046682e-01,-2.144584402e-08
pi-1.50,-1.500000000e+00,3.820696236e-06,6.757812307e-01,-2.143941639e-08
pi-1.50,-1.500000000e+00,3.826217474e-06,6.767577932e-01,-2.142614742e-08
pi-1.50,-1.500000000e+00,3.831738711e-06,6.777343556e-01,-2.142189674e-08
pi-1.50,-1.500000000e+00,3.837259948e-06,6.787109181e-01,-2.145931058e-08
pi-1.50,-1.500000000e+00,3.842781186e-06,6.796874806e-01,-2.143159936e-08
pi-1.50,-1.500000000e+00,3.848302423e-06,6.806640430e-01,-2.139949943e-08
pi-1.50,-1.500000000e+00,3.853823660e-06,6.816406055e-01,-2.144482547e-08
pi-1.50,-1.500000000e+00,3.859344898e-06,6.826171680e-01,-2.144736521e-08
pi-1.50,-1.500000000e+00,3.864866135e-06,6.835937305e-01,-2.144999832e-08
pi-1.50,-1.500000000e+00,3.870387372e-06,6.845702929e-01,-2.140763820e-08
pi-1.50,-1.500000000e+00,3.875908610e-06,6.855468554e-01,-2.143858255e-08
pi-1.50,-1.500000000e+00,3.881429847e-06,6.865234179e-01,-2.144142613e-08
pi-1.50,-1.500000000e+00,3.886951084e-06,6.874999804e-01,-2.142794770e-08
pi-1.50,-1.500000000e+00,3.892472322e-06,6.884765428e-01,-2.139955094e-08
pi-1.50,-1.500000000e+00,3.897993559e-06,6.894531053e-01,-2.144568828e-08
pi-1.50,-1.500000000e+00,3.903514796e-06,6.904296678e-01,-2.145234811e-08
pi-1.50,-1.500000000e+00,3.909036034e-06,6.914062302e-01,-2.140116026e-08
pi-1.50,-1.500000000e+00,3.914557271e-06,6.923827927e-01,-2.146662396e-08
pi-1.50,-1.500000000e+00,3.920078508e-06,6.933593552e-01,-2.141797585e-08
pi-1.50,-1.500000000e+00,3.925599746e-06,6.943359177e-01,-2.144812802e-08
pi-1.50,-1.500000000e+00,3.931120983e-06,6.953124801e-01,-2.142178628e-08
pi-1.50,-1.500000000e+00,3.936642220e-06,6.962890426e-01,-2.145447275e-08
pi-1.50,-1.500000000e+00,3.942163458e-06,6.972656051e-01,-2.144857452e-08
pi-1.50,-1.500000000e+00,3.947684695e-06,6.982421675e-01,-2.138349192e-08
pi-1.50,-1.500000000e+00,3.953205932e-06,6.992187300e-01,-2.147014483e-08
pi-1.50,-1.500000000e+00,3.958727170e-06,7.001952925e-01,-2.144615892e-08
pi-1.50,-1.500000000e+00,3.964248407e-06,7.011718550e-01,-2.141457772e-08
pi-1.50,-1.500000000e+00,3.969769644e-06,7.021484174e-01,-2.143205693e-08
pi-1.50,-1.500000000e+00,3.975290882e-06,7.031249799e-01,-2.144553193e-08
pi-1.50,-1.500000000e+00,3.980812119e-06,7.041015424e-01,-2.142450631e-08
pi-1.50,-1.500000000e+00,3.986333356e-06,7.050781048e-01,-2.142197723e-08
pi-1.50,-1.500000000e+00,3.991854594e-06,7.060546673e-01,-2.145417294e-08
pi-1.50,-1.500000000e+00,3.997375831e-06,7.070312298e-01,-2.140853301e-08
pi-1.50,-1.500000000e+00,4.002897068e-06,7.080077923e-01,-2.144692736e-08
pi-1.50,-1.500000000e+00,4.008418306e-06,7.089843547e-01,-2.145610199e-08
pi-1.50,-1.500000000e+00,4.013939543e-06,7.099609172e-01,-2.142223096e-08
pi-1.50,-1.500000000e+00,4.019460780e-06,7.109374797e-01,-2.142431294e-08
pi-1.50,-1.500000000e+00,4.024982018e-06,7.119140422e-01,-2.144099875e-08
pi-1.50,-1.500000000e+00,4.030503255e-06,7.128906046e-01,-2.142118907e-08
pi-1.50,-1.500000000e+00,4.036024492e-06,7.138671671e-01,-2.145083698e-08
pi-1.50,-1.500000000e+00,4.041545730e-06,7.148437296e-01,-2.140287482e-08
pi-1.50,-1.500000000e+00,4.047066967e-06,7.158202920e-01,-2.145495869e-08
pi-1.50,-1.500000000e+00,4.052588204e-06,7.167968545e-01,-2.143305455e-08
pi-1.50,-1.500000000e+00,4.058109442e-06,7.177734170e-01,-2.141773963e-08
pi-1.50,-1.500000000e+00,4.063630679e-06,7.187499795e-01,-2.145012106e-08
pi-1.50,-1.500000000e+00,4.069151916e-06,7.197265419e-01,-2.142841774e-08
pi-1.50,-1.500000000e+00,4.074673154e-06,7.207031044e-01,-2.146675053e-08
pi-1.50,-1.500000000e+00,4.080194391e-06,7.216796669e-01,-2.142285252e-08
pi-1.50,-1.500000000e+00,4.085715628e-06,7.226562293e-01,-2.141569004e-08
pi-1.50,-1.500000000e+00,4.091236866e-06,7.236327918e-01,-2.148478790e-08
pi-1.50,-1.500000000e+00,4.096758103e-06,7.246093543e-01,-2.137206669e-08
pi-1.50,-1.500000000e+00,4.102279340e-06,7.255859168e-01,-2.146995891e-08
pi-1.50,-1.500000000e+00,4.107800578e-06,7.265624792e-01,-2.146318056e-08
pi-1.50,-1.500000000e+00,4.113321815e-06,7.275390417e-01,-2.136562337e-08
pi-1.50,-1.500000000e+00,4.118843052e-06,7.285156042e-01,-2.148456053e-08
pi-1.50,-1.500000000e+00,4.124364290e-06,7.294921667e-01,-2.142730381e-08
pi-1.50,-1.500000000e+00,4.129885527e-06,7.304687291e-01,-2.139094193e-08
pi-1.50,-1.500000000e+00,4.135406764e-06,7.314452916e-01,-2.141308470e-08
pi-1.50,-1.500000000e+00,4.140928002e-06,7.324218541e-01,-2.147775702e-08
pi-1.50,-1.500000000e+00,4.146449239e-06,7.333984165e-01,-2.143115367e-08
pi-1.50,-1.500000000e+00,4.151970476e-06,7.343749790e-01,-2.141807324e-08
pi-1.50,-1.500000000e+00,4.157491714e-06,7.353515415e-01,-2.142114601e-08
pi-1.50,-1.500000000e+00,4.163012951e-06,7.363281040e-01,-2.147274333e-08
pi-1.50,-1.500000000e+00,4.168534188e-06,7.373046664e-01,-2.147675638e-08
pi-1.50,-1.500000000e+00,4.174055426e-06,7.382812289e-01,-2.138283777e-08
pi-1.50,-1.500000000e+00,4.179576663e-06,7.392577914e-01,-2.147290370e-08
pi-1.50,-1.500000000e+00,4.185097900e-06,7.402343538e-01,-2.137072821e-08
pi-1.50,-1.500000000e+00,4.190619138e-06,7.412109163e-01,-2.146711553e-08
pi-1.50,-1.500000000e+00,4.196140375e-06,7.421874788e-01,-2.143851132e-08
pi-1.50,-1.500000000e+00,4.201661612e-06,7.431640413e-01,-2.145794996e-08
pi-1.50,-1.500000000e+00,4.207182850e-06,7.441406037e-01,-2.141814186e-08
pi-1.50,-1.500000000e+00,4.212704087e-06,7.451171662e-01,-2.140955397e-08
pi-1.50,-1.500000000e+00,4.218225324e-06,7.460937287e-01,-2.146293145e-08
pi-1.50,-1.500000000e+00,4.223746562e-06,7.470702911e-01,-2.139133249e-08
pi-1.50,-1.500000000e+00,4.229267799e-06,7.480468536e-01,-2.141913486e-08
pi-1.50,-1.500000000e+00,4.234789036e-06,7.490234161e-01,-2.144083898e-08
pi-1.50,-1.500000000e+00,4.240310274e-06,7.499999786e-01,-2.148614812e-08
pi-1.50,-1.500000000e+00,4.245831511e-06,7.509765410e-01,-2.136730915e-08
pi-1.50,-1.500000000e+00,4.251352748e-06,7.519531035e-01,-2.149970945e-08
pi-1.50,-1.500000000e+00,4.256873986e-06,7.529296660e-01,-2.138951933e-08
pi-1.50,-1.500000000e+00,4.262395223e-06,7.539062285e-01,-2.142545524e-08
pi-1.50,-1.500000000e+00,4.267916460e-06,7.548827909e-01,-2.144415723e-08
pi-1.50,-1.500000000e+00,4.273437698e-06,7.558593534e-01,-2.147458848e-08
pi-1.50,-1.500000000e+00,4.278958935e-06,7.568359159e-01,-2.143512707e-08
pi-1.50,-1.500000000e+00,4.284480172e-06,7.578124783e-01,-2.138147936e-08
pi-1.50,-1.500000000e+00,4.290001410e-06,7.587890408e-01,-2.148111370e-08
pi-1.50,-1.500000000e+00,4.295522647e-06,7.597656033e-01,-2.142877349e-08
pi-1.50,-1.500000000e+00,4.301043884e-06,7.607421658e-01,-2.139072603e-08
pi-1.50,-1.500000000e+00,4.306565122e-06,7.617187282e-01,-2.150587329e-08
pi-1.50,-1.500000000e+00,4.312086359e-06,7.626952907e-01,-2.141141361e-08
pi-1.50,-1.500000000e+00,4.317607596e-06,7.636718532e-01,-2.138408752e-08
pi-1.50,-1.500000000e+00,4.323128834e-06,7.646484156e-01,-2.150685663e-08
pi-1.50,-1.500000000e+00,4.328650071e-06,7.656249781e-01,-2.138652424e-08
pi-1.50,-1.500000000e+00,4.334171308e-06,7.666015406e-01,-2.141199432e-08
pi-1.50,-1.500000000e+00,4.339692546e-06,7.675781031e-01,-2.146893211e-08
pi-1.50,-1.500000000e+00,4.345213783e-06,7.685546655e-01,-2.141396422e-08
pi-1.50,-1.500000000e+00,4.350735020e-06,7.695312280e-01,-2.146785701e-08
pi-1.50,-1.500000000e+00,4.356256258e-06,7.705077905e-01,-2.143148588e-08
pi-1.50,-1.500000000e+00,4.361777495e-06,7.714843530e-01,-2.143962746e-08
pi-1.50,-1.500000000e+00,4.367298732e-06,7.724609154e-01,-2.143319339e-08
pi-1.50,-1.500000000e+00,4.372819970e-06,7.734374779e-01,-2.143431658e-08
pi-1.50,-1.500000000e+00,4.378341207e-06,7.744140404e-01,-2.138138720e-08
pi-1.50,-1.500000000e+00,4.383862444e-06,7.753906028e-01,-2.146702700e-08
